Taxon,RedList,DestrCrit,PopRed,PopRedBack,GenLength,UpperDepth,LowerDepth,DepthRange,DepthRange20,GenGlobAbd,ResFragRange,OffReef,SuscBleaching,ResistBleaching,SuscDisease,ResistDisease,Recover,SuscCoTs,Collection1000
ACR_Acropora_abrolhosensis,VU,De+Cr,0.39,0.15,10,2,18,16,1,rare,0,0,1,0,0,0,0,1,0
ACR_Acropora_abrotanoides,LC,De,0.2,0.09,10,0,15,15,1,uncommon,0,0,0,0,0,0,0,0,0
ACR_Acropora_aculeus,VU,De+Cr,0.37,0.15,10,5,35,30,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_acuminata,VU,De+Cr,0.35,0.14,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_akajimensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_anthocercis,VU,De+Cr,0.33,0.14,10,5,10,5,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_appressa,NT,De+Cr,0.22,0.08,10,1,15,14,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_arabensis,NT,De+Cr,0.28,0.14,10,0.5,12,11.5,1,common,1,0,1,0,1,0,0,1,0
ACR_Acropora_aspera,VU,De+Cr,0.37,0.15,10,0,5,5,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_austera,NT,De,0.2,0.09,10,0.5,20,19.5,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_awi,VU,De+Cr,0.39,0.15,10,0,5,5,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_batunai,VU,De+Cr,0.39,0.15,10,1,44,43,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_bifurcata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_branchi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_bushyensis,LC,De+Cr,0.1,0.05,10,0,5,5,1,rare,0,0,0,1,1,0,0,1,0
ACR_Acropora_cardenae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_carduus,NT,De,0.2,0.09,10,3,50,47,0,common,0,1,1,0,1,0,0,1,0
ACR_Acropora_caroliniana,VU,De+Cr,0.38,0.15,10,10,25,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_cerealis,LC,De,0.2,0.09,10,3,20,17,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_cervicornis,CR,A2,0.85,0.5,10,0.5,60,59.5,0,uncommon,0,0,1,0,1,0,0,0,0
ACR_Acropora_chesterfieldensis,LC,De+Cr,0.1,0.05,10,3,20,17,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_clathrata,LC,De,0.2,0.09,10,8,20,12,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_convexa,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_cophodactyla,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_copiosa,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_cytherea,LC,De,0.2,0.09,10,3,25,22,0,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_dendrum,VU,De+Cr,0.35,0.14,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_derawanensis,VU,De+Cr,0.39,0.15,10,10,25,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_desalwii,VU,De+Cr,0.41,0.15,10,10,30,20,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_digitifera,NT,De,0.2,0.09,10,0,12,12,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_divaricata,NT,De,0.21,0.09,10,5,25,20,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_donei,VU,De+Cr,0.37,0.15,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_downingi,LC,De+Cr,0.19,0.16,10,1,10,9,1,common,1,0,1,0,1,0,0,1,0
ACR_Acropora_echinata,VU,De+Cr,0.38,0.15,10,8,25,17,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_efflorescens,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_elegans,VU,De+Cr,0.41,0.16,10,30,60,30,0,uncommon,0,0,0,0,0,0,0,1,1
ACR_Acropora_elegantula,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_elseyi,LC,De,0.2,0.09,10,5,15,10,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_exquisita,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_fastigata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_fenneri,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_filiformis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_florida,NT,De,0.21,0.1,10,5,30,25,0,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_forskali,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_gemmifera,LC,De,0.2,0.09,10,1,15,14,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_glauca,NT,De,0.19,0.09,10,5,20,15,1,rare,0,1,1,0,1,0,0,1,0
ACR_Acropora_globiceps,VU,De+Cr,0.35,0.14,10,0,8,8,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_gomezi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_grandis,LC,De,0.2,0.09,10,5,25,20,1,common,0,1,1,0,1,0,0,1,0
ACR_Acropora_granulosa,NT,De,0.2,0.09,10,8,40,32,0,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_haimei,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_halmaherae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_hemprichii,VU,De+Cr,0.35,0.15,10,3,15,12,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_hoeksemai,VU,De+Cr,0.41,0.16,10,8,20,12,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_horrida,VU,De+Cr,0.36,0.15,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_humilis,NT,De,0.2,0.09,10,0,11,11,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_hyacinthus,NT,De,0.2,0.09,10,5,20,15,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_indonesia,VU,De+Cr,0.38,0.15,10,10,20,10,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_inermis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_insignis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_intermedia,LC,De,0.2,0.09,10,5,25,20,1,common,0,1,1,0,1,0,0,1,0
ACR_Acropora_irregularis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_jacquelineae,VU,De+Cr,0.37,0.14,10,10,35,25,0,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_japonica,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_khayranensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_kimbeensis,VU,De+Cr,0.36,0.14,10,3,15,12,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_kirstyae,VU,De+Cr,0.36,0.14,10,10,25,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_kosurini,VU,De+Cr,0.41,0.15,10,8,20,12,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_lamarcki,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_latistella,LC,De,0.2,0.09,10,3,20,17,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_lianae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_listeri,VU,De+Cr,0.35,0.14,10,3,15,12,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_loisetteae,VU,De+Cr,0.39,0.15,10,1,30,29,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_lokani,VU,De+Cr,0.36,0.14,10,8,25,17,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_longicyathus,LC,De,0.21,0.1,10,5,20,15,1,common,0,1,1,0,1,0,0,1,0
ACR_Acropora_loripes,NT,De,0.2,0.09,10,5,25,20,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_lovelli,VU,De+Cr,0.36,0.14,10,1,10,9,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_lutkeni,NT,De,0.21,0.09,10,3,12,9,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_macrostoma,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_maryae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_massawensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_microclados,VU,De+Cr,0.33,0.14,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_microphthalma,LC,De,0.2,0.09,10,5,25,20,1,common,0,1,1,0,1,0,0,1,0
ACR_Acropora_millepora,NT,De,0.2,0.09,10,2,12,10,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_minuta,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_mirabilis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_monticulosa,NT,De,0.21,0.1,10,1,12,11,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_multiacuta,VU,De+Cr,0.4,0.15,10,3,15,12,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_muricata,NT,De,0.2,0.09,10,5,30,25,0,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_nana,NT,De,0.19,0.09,10,1,10,9,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_nasuta,NT,De,0.2,0.09,10,3,15,12,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_natalensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_navini,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_ocellata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_orbicularis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_pagoensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_palmata,CR,A2,0.85,0.5,10,0.1,40,39.9,0,uncommon,0,0,1,0,1,0,0,0,0
ACR_Acropora_palmerae,VU,De+Cr,0.39,0.15,10,0,12,12,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_paniculata,VU,De+Cr,0.35,0.14,10,10,35,25,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_papillare,VU,De+Cr,0.41,0.16,10,1,5,4,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_paragemmifera,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_parahemprichii,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_parapharaonis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_parilis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_pectinatus,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_pharaonis,VU,De+Cr,0.3,0.14,10,5,25,20,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_pichoni,NT,De,0.19,0.09,10,10,70,60,0,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_pinguis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_plana,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_plantaginea,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_plumosa,VU,De+Cr,0.36,0.14,10,10,30,20,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_polystoma,VU,De+Cr,0.35,0.14,10,3,10,7,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_prostrata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_proximalis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_pruinosa,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_pulchra,LC,De,0.2,0.09,10,1,20,19,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_rambleri,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_retusa,VU,De+Cr,0.49,0.18,10,1,5,4,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_ridzwani,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_robusta,LC,De,0.2,0.09,10,1,8,7,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_rongelapensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_rosaria,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_roseni,EN,De+Cr,0.58,0.12,10,3,12,9,1,uncommon,1,0,1,0,1,0,0,1,0
ACR_Acropora_rudis,EN,De+Cr,0.59,0.22,10,3,15,12,1,uncommon,1,0,1,0,1,0,0,1,0
ACR_Acropora_rufus,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_russelli,VU,De+Cr,0.43,0.16,10,15,30,15,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Acropora_samoensis,LC,De,0.2,0.09,10,5,15,10,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_sarmentosa,LC,De,0.19,0.09,10,3,20,17,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_scherzeriana,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_schmitti,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_secale,NT,De,0.2,0.09,10,2,15,13,1,common,0,0,1,0,1,0,0,1,1
ACR_Acropora_sekiseiensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_selago,NT,De,0.21,0.09,10,5,25,20,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_seriata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_simplex,VU,De+Cr,0.39,0.15,10,20,60,40,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_sirikitiae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_solitaryensis,VU,De+Cr,0.38,0.15,10,5,25,20,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_spathulata,LC,De,0.1,0.01,10,0,10,10,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_speciosa,VU,De+Cr,0.35,0.14,10,12,30,18,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_spicifera,VU,De+Cr,0.35,0.14,10,2,10,8,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_squarrosa,LC,De+Cr,0.22,0.08,10,1,18,17,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_stoddarti,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_striata,VU,De+Cr,0.36,0.14,10,10,25,15,1,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_subglabra,LC,De,0.22,0.1,10,5,25,20,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_subulata,LC,De,0.2,0.09,10,5,25,20,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_suharsonoi,EN,De+Cr,0.66,0.24,10,15,25,10,1,uncommon,1,0,1,0,1,0,0,1,0
ACR_Acropora_sukarnoi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_tanegashimensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_tenella,VU,De+Cr,0.39,0.15,10,25,70,45,0,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_tenuis,NT,De,0.2,0.09,10,8,20,12,1,uncommon,0,0,1,0,1,0,0,1,1
ACR_Acropora_teres,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_tizardi,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_torihalimeda,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_torresiana,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_tortuosa,LC,De,0.19,0.09,10,1,30,29,0,uncommon,0,1,1,0,1,0,0,1,0
ACR_Acropora_tumida,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_turaki,VU,De+Cr,0.41,0.15,10,10,20,10,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_tutuilensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_valenciennesi,LC,De,0.2,0.09,10,5,25,20,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_valida,LC,De,0.2,0.09,10,1,15,14,1,common,0,1,1,0,1,0,0,1,1
ACR_Acropora_variabilis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_variolosa,LC,De+Cr,0.22,0.08,10,3,15,12,1,uncommon,1,0,1,0,1,0,0,1,0
ACR_Acropora_vaughani,VU,De+Cr,0.35,0.14,10,3,20,17,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_vermiculata,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_verweyi,VU,De+Cr,0.37,0.15,10,2,15,13,1,common,0,0,1,0,1,0,0,1,0
ACR_Acropora_walindii,VU,De+Cr,0.38,0.15,10,8,30,22,0,rare,0,0,1,0,1,0,0,1,0
ACR_Acropora_wallaceae,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Acropora_willisae,VU,De+Cr,0.39,0.15,10,10,20,10,1,uncommon,0,0,1,0,1,0,0,1,0
ACR_Acropora_yongei,LC,De,0.22,0.1,10,5,20,15,1,common,0,0,1,0,1,0,0,1,0
ACR_Anacropora_forbesi,LC,De,0.19,0.09,10,2,25,23,0,uncommon,0,0,1,0,1,0,0,0,0
ACR_Anacropora_matthai,VU,De+Cr,0.41,0.16,10,8,20,12,1,rare,0,0,1,0,1,0,0,0,0
ACR_Anacropora_pillai,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Anacropora_puertogalerae,VU,De+Cr,0.38,0.15,10,5,20,15,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Anacropora_reticulata,VU,De+Cr,0.39,0.15,10,3,15,12,1,rare,0,0,0,0,0,0,0,0,0
ACR_Anacropora_spinosa,EN,De+Cr,0.58,0.22,10,5,15,10,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Anacropora_spumosa,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Astreopora_acroporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Astreopora_cenderawasih,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Astreopora_cucullata,VU,De+Cr,0.34,0.13,10,5,15,10,1,rare,0,0,1,0,1,0,0,0,0
ACR_Astreopora_eliptica,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Astreopora_expansa,NT,De,0.22,0.1,10,5,15,10,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Astreopora_gracilis,LC,De,0.18,0.08,10,5,15,10,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Astreopora_incrustans,VU,De+Cr,0.41,0.16,10,1,10,9,1,rare,0,0,1,0,1,0,0,0,0
ACR_Astreopora_listeri,LC,De,0.2,0.09,10,5,20,15,1,common,0,0,1,0,1,0,0,0,0
ACR_Astreopora_macrostoma,NT,De,0.22,0.1,10,5,15,10,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Astreopora_montiporina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Astreopora_moretonensis,VU,De+Cr,0.35,0.14,10,2,15,13,1,rare,1,0,1,0,1,0,0,0,0
ACR_Astreopora_myriophthalma,LC,De,0.2,0.09,10,3,20,17,1,common,0,0,1,0,1,0,0,0,0
ACR_Astreopora_ocellata,LC,De,0.21,0.1,10,5,20,15,1,rare,0,0,0,1,1,0,0,0,0
ACR_Astreopora_randalli,LC,De,0.19,0.09,10,5,15,10,1,uncommon,0,0,0,1,0,1,0,0,0
ACR_Astreopora_scabra,LC,De+Cr,0.06,0.04,10,3,15,12,1,uncommon,0,0,0,1,0,1,0,0,0
ACR_Astreopora_suggesta,LC,De,0.18,0.08,10,5,15,10,1,uncommon,0,0,1,0,1,0,0,0,0
ACR_Enigmopora_darveliensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Isopora_brueggemanni,VU,De+Cr,0.39,0.15,10,1,15,14,1,common,0,0,1,0,1,0,0,0,0
ACR_Isopora_crateriformis,VU,De+Cr,0.38,0.14,10,1,15,14,1,common,0,0,0,1,0,0,0,1,0
ACR_Isopora_cuneata,VU,De+Cr,0.37,0.15,10,0,15,15,1,common,0,0,1,0,1,0,0,1,0
ACR_Isopora_cylindrica,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Isopora_elizabethensis,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Isopora_meridiana,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Isopora_palifera,NT,De,0.21,0.1,10,2,20,18,1,common,0,0,1,0,1,0,0,0,0
ACR_Isopora_togianensis,EN,De+Cr,0.66,0.24,10,8,20,12,1,uncommon,1,0,1,0,1,0,0,0,0
ACR_Montipora_aequituberculata,LC,De,0.2,0.09,10,0,30,30,0,common,0,0,1,0,0,0,1,1,0
ACR_Montipora_altasepta,VU,De+Cr,0.36,0.14,10,1,10,9,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_angulata,VU,De+Cr,0.39,0.16,10,1,20,19,1,rare,0,0,1,0,0,0,1,1,0
ACR_Montipora_aspergillus,DD,DD,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ACR_Montipora_australiensis,VU,De+Cr,0.37,0.14,10,2,30,28,0,rare,0,0,1,0,0,0,1,1,0
ACR_Montipora_cactus,VU,De+Cr,0.38,0.15,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_calcarea,VU,De+Cr,0.34,0.13,10,0,20,20,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_caliculata,VU,De+Cr,0.36,0.14,10,1,20,19,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_capitata,NT,De,0.19,0.09,10,0,20,20,1,uncommon,0,0,1,0,1,0,1,1,0
ACR_Montipora_capricornis,VU,De+Cr,0.36,0.14,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_cebuensis,VU,De+Cr,0.36,0.14,10,2,20,18,1,uncommon,0,0,1,0,0,0,1,1,0
ACR_Montipora_circumvallata,LC,De+Cr,0.14,0.08,10,2,20,18,1,uncommon,1,0,1,0,0,0,1,1,0
